ogc_fid,molen_dbnr,ten_brugge,molen_naam,bouwjaar_1,bouwjaar_2,verdwenen1,verdwenen2,status,type,functie,aandrijvin,infolink,hoofdcat,numeriek
161,2097,267,Sint Teunismolen/ Sint Antoniemolen,1520,,1929,,verdwenen,standerdmolen,korenmolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=00267,industriemolen,2
162,824,268,Thornsche Molen/ Torense Molen,1809,; 1940 hersteld,1944,,verdwenen,wipmolen,korenmolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=00268,industriemolen,2
163,2659,274,De Korenbloem,1905,,1944,,verdwenen,grondzeiler,korenmolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=00274,industriemolen,2
164,3073,275,Jonge Hermanus,1882,,1944,,verdwenen,beltmolen,korenmolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=00275,industriemolen,2
165,820,277,Noordermolen/ Witte Molen,1777,voor,1925,,verdwenen,torenmolen,korenmolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=00277,industriemolen,2
166,815,278,De Hoop/ De Stenen Molen,1854,,1939,,verdwenen,beltmolen,korenmolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=00278,industriemolen,2
167,3952,283,"Polder Gein en Gaasp, Gaaspermolen",1647,,1932,,verdwenen,grondzeiler,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=00283,poldermolen,1
168,1721,285,De Zwaan,1832,,1940,,verdwenen,stellingmolen,korenmolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=00285,industriemolen,2
169,1056,288,De Windhond,1737,,1930,,verdwenen,stellingmolen,korenmolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=00288,industriemolen,2
170,1055,289,De Vlijt,1852,,1933,,verdwenen,stellingmolen,korenmolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=00289,industriemolen,2
171,833,291,Molen van J. de Vries,1901,,1945,,verdwenen,stellingmolen,korenmolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=00291,industriemolen,2
172,783,292,De Goede Verwachting,1892,,1928,,verdwenen,stellingmolen,korenmolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=00292,industriemolen,2
173,2214,293,Molen van Grootel (2e),1870,,1938,,verdwenen,stellingmolen,korenmolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=00293,industriemolen,2
174,12215,296,Sint Antonius Abt,1865,,1935,,verdwenen,beltmolen,korenmolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=00296,industriemolen,2
175,5658,309,"Graftermeer, ondermolen",1847,,1942,,verdwenen,grondzeiler,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=00309,poldermolen,1
176,1213,311,De Reiger,1884,,1926,,verdwenen,stellingmolen,korenmolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=00311,industriemolen,2
177,1380,313,Molen van Bos/ De Koe,1693,ca.,1930,,verdwenen,grondzeiler,korenmolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=00313,industriemolen,2
178,1680,314,Zuurvenspolder,1630,,1949,,verdwenen,grondzeiler,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=00314,poldermolen,1
179,1679,315,Zuider- en Midden-Rekerpolder,1766,,1931,,verdwenen,grondzeiler,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=00315,poldermolen,1
180,6608,316,"Noorder Reker- en Mangelpolder, Noorder Rekermolen",1598,,1931,,verdwenen,wipmolen,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=00316,poldermolen,1
181,1678,317,"Oudburgerpolder, De Oudburger",1565,,1955,,verdwenen,grondzeiler,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=00317,poldermolen,1
182,4322,319,Grootdammerpolder (2e),1571,,1927,,verdwenen,grondzeiler,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=00319,poldermolen,1
183,7274,320,Hempolder (2e),1660,,1920,,verdwenen,grondzeiler,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=00320,poldermolen,1
184,3841,321,Molen A,1832,,1928,,verdwenen,grondzeiler,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=00321,poldermolen,1
185,3842,325,Molen B,1832,,1925,,verdwenen,grondzeiler,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=00325,poldermolen,1
186,7533,327,De Bocht,1897,,1929,,verdwenen,grondzeiler,korenmolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=00327,industriemolen,2
187,3845,328,Molen C (3e),1875,,1968,,verdwenen,grondzeiler,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=00328,poldermolen,1
188,3050,330,"Polder Schagen, De Snevertmolen",1520,,1938,,verdwenen,grondzeiler,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=00330,poldermolen,1
189,6214,331,"Polder Schagen, Korte Snevert",1584,,1928,,verdwenen,grondzeiler,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=00331,poldermolen,1
190,1647,332,"Hooglandspolder, De Hogelandsmolen",1525,,1952,,verdwenen,grondzeiler,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=00332,poldermolen,1
191,3005,333,"Zoutkaag- en Weerepolder, De Zoutkaagmolen",1514,,1950,,verdwenen,grondzeiler,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=00333,poldermolen,1
192,1638,334,"Braakpolder, De Slijpersmolen",1778,,1951,,verdwenen,grondzeiler,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=00334,poldermolen,1
193,6657,335,"Groetpolder, De Grote Molen",1844,,1926,,verdwenen,grondzeiler,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=00335,poldermolen,1
194,4307,336,Zaagmolen van Droog,1910,,1933,,verdwenen,stellingmolen,zaagmolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=00336,industriemolen,2
195,4308,337,Schagerkogge-strijkmolen nr. 1,1738,,1939,,verdwenen,grondzeiler,boezemmolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=00337,industriemolen,2
196,5641,338,Schagerkogge-strijkmolen nr. 2,1738,,1939,,verdwenen,grondzeiler,boezemmolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=00338,industriemolen,2
197,6570,339,Schagerkogge-strijkmolen nr. 3,1738,,1939,,verdwenen,grondzeiler,boezemmolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=00339,industriemolen,2
198,6660,340,Waardpolder,1844,,1928,,verdwenen,grondzeiler,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=00340,poldermolen,1
199,8308,342,Westerlanderkoog,1864,,1933,,verdwenen,grondzeiler,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=00342,poldermolen,1
200,4448,343,"Polder Waard-Nieuwland, grote molen",1846,,1936,,verdwenen,grondzeiler,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=00343,poldermolen,1
201,6707,344,"Oeverse Koog, De Witte Molen",0,onbekend,1933,,verdwenen,grondzeiler,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=00344,poldermolen,1
202,1386,346,De Poolster/ De Pool/ Molen van Looze,1862,,1945,,verdwenen,grondzeiler,"korenmolen, pelmolen",windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=00346,industriemolen,2
203,8311,348,Stroeërpolder,1894,,1933,,verdwenen,grondzeiler,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=00348,poldermolen,1
204,1394,349,Molen Jan Dekker,1861,,1945,,verdwenen,stellingmolen,korenmolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=00349,industriemolen,2
205,1391,350,De Vlieger,1759,,1934,,verdwenen,stellingmolen,korenmolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=00350,industriemolen,2
206,3849,351,Molen E,1597,,1933,,verdwenen,grondzeiler,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=00351,poldermolen,1
207,6668,352,"Slikvenpolder, De Slikvendermolen",1562,,1937,,verdwenen,grondzeiler,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=00352,poldermolen,1
208,5925,353,Westerkamperpolder,1525,,1927,,verdwenen,grondzeiler,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=00353,poldermolen,1
209,5931,354,Oosterkamperpolder,1525,,1936,,verdwenen,grondzeiler,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=00354,poldermolen,1
210,5876,356,"Leijerpolder, De Leyermolen",1525,,1936,,verdwenen,grondzeiler,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=00356,poldermolen,1
211,3045,358,Schaapskuilmeer,1632,,1930,,verdwenen,wipmolen,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=00358,poldermolen,1
212,2221,363,Nooitgedacht/ De Hoop,1900,,1934,,verdwenen,stellingmolen,"korenmolen, runmolen",windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=00363,industriemolen,2
213,2220,364,Molen van Kools,1850,,1953,,verdwenen,stellingmolen,korenmolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=00364,industriemolen,2
214,12216,365,Molen van Martinus Toelen (2e),1902,,1926,,verdwenen,beltmolen,korenmolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=00365,industriemolen,2
215,12218,367,(bergmolen),1888,,1941,,verdwenen,beltmolen,korenmolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=00367,industriemolen,2
216,402,371,Hooge Molen/ Molen van Kock,1716,of eerder,1946,,verdwenen,stellingmolen,"korenmolen, pelmolen",windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=00371,industriemolen,2
217,12220,374,Molen op de Vosseberg/ Molen van Teurlings,1850,,1924,,verdwenen,stellingmolen,korenmolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=00374,industriemolen,2
218,2870,379,Vooruit/ Vooruitgang,1847,,1951,,verdwenen,grondzeiler,korenmolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=00379,industriemolen,2
219,2946,380,Nooit Gedacht/ Oranjemolen,1800,,1944,,verdwenen,stellingmolen,korenmolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=00380,industriemolen,2
220,1863,383,Molen van vm. Kasteel Ammersoyen,1802,,1928,,verdwenen,standerdmolen,korenmolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=00383,industriemolen,2
221,823,384,Molen van Lagerweg,1832,voor,1932,,verdwenen,standerdmolen,korenmolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=00384,industriemolen,2
222,730,385,De Twee Gebroeders,1894,,1941,,verdwenen,stellingmolen,"korenmolen, pelmolen",windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=00385,industriemolen,2
223,2958,387,Pelmolen,1609,,1950,,verdwenen,watermolen,"hennepklopper, korenmolen, wasserij",watermolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=00387,watermolen,4
224,2134,388,Heetmolen,1857,,1965,,verdwenen,grondzeiler,korenmolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=00388,industriemolen,2
225,731,389,(korenmolen),1900,ca.,1927,,verdwenen,stellingmolen,korenmolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=00389,industriemolen,2
226,214,393,(korenmolen),1878,,1930,,verdwenen,grondzeiler,korenmolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=00393,industriemolen,2
227,5544,394,Molen van Elsbeek,1850,,1927,,verdwenen,stellingmolen,korenmolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=00394,industriemolen,2
228,727,396,Pennekampsmolen/ De Konijnenberg/ Toldijksche Molen,1832,voor,1937,,verdwenen,beltmolen,korenmolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=00396,industriemolen,2
229,1937,397,De Olde Kaste/ Baakse molen,1725,,1932,,verdwenen,standerdmolen,korenmolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=00397,industriemolen,2
230,753,400,Kerkemolen/ Karkemölle,1836,-1837,1938,,verdwenen,stellingmolen,korenmolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=00400,industriemolen,2
231,840,401,Molen van Beusink,1863,,1968,,verdwenen,grondzeiler,korenmolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=00401,industriemolen,2
232,493,403,Molen van Bast/ Molen van Lok,1837,; 1854 verbrand en herbouwd,1945,,verdwenen,stellingmolen,korenmolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=00403,industriemolen,2
233,746,404,De Hoop,1853,,1945,,verdwenen,stellingmolen,korenmolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=00404,industriemolen,2
234,724,406,Holthuizermolen/ De Pijnappel,1877,,1932,,verdwenen,stellingmolen,korenmolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=00406,industriemolen,2
235,1674,407,"Polder De Honderd Morgen, De Slof/ De Waterdief",1731,,1926,,verdwenen,grondzeiler,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=00407,poldermolen,1
236,11660,409,Groote Wiske Polder,1864,,1931,,verdwenen,muonts / monniksmolen,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=00409,poldermolen,1
237,12223,410,Polder 30,1907,,1928,,verdwenen,muonts / monniksmolen,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=00410,poldermolen,1
238,11506,411,"Polder 27, Ho-mole",1832,,1947,,verdwenen,muonts / monniksmolen,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=00411,poldermolen,1
239,11449,412,Polder 26/ Homme Eelkespolder,1832,,1930,,verdwenen,spinnenkop,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=00412,poldermolen,1
240,11238,416,Polder 16,1832,,1936,,verdwenen,spinnenkop,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=00416,poldermolen,1
241,2771,417,Boxumer Nieuwland Polder,1832,,1931,,verdwenen,grondzeiler,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=00417,poldermolen,1
242,3138,418,Huizumer en Goutumer Nieuwland,1896,,1962,,verdwenen,grondzeiler,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=00418,poldermolen,1
243,2295,419,Molen van de buitenplaats Toutenburg,1858,,1981,,verdwenen,muonts / monniksmolen,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=00419,poldermolen,1
244,10214,420,Polder 122 (1e),1832,,1850,,verdwenen,spinnenkop,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=00420,poldermolen,1
245,3416,421,Molen van Van der Veen,1885,,1985,,verdwenen,stellingmolen,korenmolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=00421,industriemolen,2
246,2803,422,Molen van Roemers (2e),1875,,1924,,verdwenen,stellingmolen,"korenmolen, pelmolen",windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=00422,industriemolen,2
247,1476,423,Molen Hoekstra/ Molen Bulthuis,1755,,1947,,verdwenen,stellingmolen,"korenmolen, pelmolen",windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=00423,industriemolen,2
248,4985,424,Polder 2,1850,,1920,,verdwenen,muonts / monniksmolen,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=00424,poldermolen,1
249,7891,426,Oude Leijpolder,1872,,1924,,verdwenen,grondzeiler,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=00426,poldermolen,1
250,12677,429,Polder Zwakkenburg/ Zwakkenburger Watermolen,1865,,2002,,verdwenen,grondzeiler,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=00429,poldermolen,1
251,1179,431,Molen van Dijkema,1775,,1931,,verdwenen,stellingmolen,"pelmolen, later ook korenmolen",windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=00431,industriemolen,2
252,1184,432,Molen van Moes,1822,,1926,,verdwenen,spinnenkop,korenmolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=00432,industriemolen,2
253,2,433,"Nieuwe Hoogemeedster Polder, De Kriegsman",1847,,1967,verbrand,verdwenen,grondzeiler,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=00433,poldermolen,1
254,1082,436,Polder Zantvoort (2e),1884,,1933,,verdwenen,grondzeiler,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=00436,poldermolen,1
270,6011,465,Tichelwerks- of Zuidwestelijke polder (2e),1900,,1930,,verdwenen,grondzeiler,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=00465,poldermolen,1
271,11985,470,Polder Euvelgunne,1853,,1925,,verdwenen,spinnenkop,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=00470,poldermolen,1
272,1133,471,Hoop op Zegen,1854,,1927,,verdwenen,stellingmolen,korenmolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=00471,industriemolen,2
273,11712,473,Alberdapolder,1800,,1928,,verdwenen,spinnenkop,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=00473,poldermolen,1
274,6003,474,Molen van Bakker,1771,,1928,,verdwenen,stellingmolen,"pelmolen, korenmolen",windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=00474,industriemolen,2
275,5826,476,Molen van Haykens,1832,,1925,,verdwenen,grondzeiler,korenmolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=00476,industriemolen,2
